tweet_id,isi,author,content
Sat Feb 24 12:56:50 +0000 2024,@bengkeldodo @prabowo @gibran_tweet Mas RI2 kelihatan capek,WiryoSuprapti,@bengkeldodo @prabowo @gibran_tweet mas ri2 looks tired
Sat Feb 24 12:56:34 +0000 2024,@SahLeoSin Sma si Aba aja selisinya  kalah jauh abis bru ngomong kalian percaya suara saya se gitu? Dasa pngikut sma yg d ikut arogan ðŸ˜‚ kemenagan ini milik prabowo Gibran kalau kalah mau nangis nangis aja tumpahkan semuanya aer mata kalain ðŸ¤­,rV230523,"@Sahleosin High School Si Aba just the string is far away after you say that you believe my voice is like that? Dasa follows the high school that D is arrogant ð ‚This Ministry of Religion belongs to Prabowo Gibran if you lose, want to cry, just spill all the eyes of the eye ð"
Sat Feb 24 12:55:30 +0000 2024,Pakar: Presiden Keluarkan Seluruh Modal Menangkan Prabowo - Gibran   #DukungHakAngket #DukungHakAngketDPR https://t.co/9QmILAkLMg,Mdy_Asmara1701,Expert: The President issued all capital to win Prabowo - Gibran #DUKATHAKANGKET #DUKATHAKANGKETDPR https://t.co/9qmilaklmg
Sat Feb 24 12:54:56 +0000 2024,"@H4T14K4LN4L42 @AnisBaswedan @cakimiNOW @prabowo @jokowi @gibran_tweet @ganjarpranowo @mohmahfudmd Katanya pendukungnya orang orang cerdas, tapi HOAXnya parah, perlu belajar berhitung lagi.",Pejabudi,"@H4t14k4ln4l42 @anisbaswedan @cakiminow @prabowo @jokowi @gibran_tweet @ganjarpranowo @mohmahfudmd said his supporters were intelligent people, but the hoaxes were severe, need to learn to count again."
Sat Feb 24 12:54:38 +0000 2024,@kompascom ada margin yang cukup jauh antara perolehan suara paslon nomor urut 2 Prabowo-Gibran dengan paslon yang lainnya. Ya disituâ˜_x009d_ï¸_x008f_lah letak kecurigaan adanya kecurangan ditambah Sirekapnya KPU yg ngaco.,arief_indriadi,@kompascom There is a margin that is quite far between the vote of candidate pair number 2 Prabowo-gibran with other pairs. Yes there is the location of suspicion that there is fraud plus the Sires of the KPU that is awesome.
Sat Feb 24 12:54:34 +0000 2024,"@Dennysiregar7 Bodoh amat, gak urus dengan beras mau naik kah.. mau turun kah.. Prabowo-Gibran presiden dan wakil presiden 2024-2029.",SINARSIH17,"@Dennysiregar7 Very stupid, not taking care of rice want to ride ... want to go down ... Prabowo-Gibran President and Vice President 2024-2029."
Sat Feb 24 12:54:11 +0000 2024,@_andoenk_ @entityprofanity @catmagray @LiatAjaX Coba aja sumpah serapahin Prabowo Gibran supaya kena ain. Gue bayar bang kalo bisa.,HGangsal,"@_andoenk_ @entityprofanity @catmagray @liatajax just try to swear Prabowo Gibran to get hit. I pay, bro, if you can."
Sat Feb 24 12:53:59 +0000 2024,"Terbukti menangkan pilpres 2 kali, pengamat nilai peran Demokrat menangkan Prabowo-Gibran sangat vital.. elg  PDemokrat AgusYudhoyono Demokrat Peduli https://t.co/P5V2xgvGOK",alvin1495424,"Proven to win the presidential election twice, observer the value of the Democrat's role won Prabowo-gibran is very vital .. Elg PDEMOKRAT AGUSYUDHOYONO DEMOKRAT CARE HTTSS://t.co/p5v2xgvgok"
Sat Feb 24 12:53:53 +0000 2024,@H4T14K4LN4L42 @jokowi @psi_id @prabowo @gibran_tweet Tasik Malaya loh ini @jokowi @gibran_tweet @kaesangb  Ngerti ga kalian?,gilang_ahm31272,@H4t14k4ln4l42 @jokowi @psi_id @prabowo @gibran_tweet tasik malaya tablets @jokowi @gibran_tweet @kaesangb understand you guys?
Sat Feb 24 12:53:43 +0000 2024,"All out menangkan Prabowoâ€“Gibran, AHY: Kita wujudkan kesejahteraan rakyat.. olv  PDemokrat AgusYudhoyono Demokrat Peduli https://t.co/maAF5TTYkQ",alvin1495424,"All Out Wins Prabowoâ € ""Gibran, AHY: We realize the welfare of the people .. OLV PDEMOKRAT AGUSYUDHOYONO DEMOKRAT CARE HTTSS://t.co/maaf5ttykq"
Sat Feb 24 12:51:40 +0000 2024,Lonjakan Harga Beras: Akibat Nafsu Menang Satu Putaran  KEMENANGAN versi hitung cepat calon presiden dan wakil presiden Prabowo Subianto-Gibran Rakabuming Raka dalam pemilihan presiden 2024 pada 14 Februari lalu dibayar tunai dengan rekor baru harga beras. Lima hari setelahâ€¦ https://t.co/ZIiMqss0Ht,Aryprasetyo85,Rice price surge: As a result of the desire to win the winning round of the fast count version of the presidential and vice presidential candidate Prabowo Subianto-Gibran Rakabuming Raka in the 2024 presidential election on February 14 was paid in cash with a new record of rice prices. Five days afterâ € ¦ https://t.co/ziimqss0ht
Sat Feb 24 12:51:14 +0000 2024,"Program Susu Gratis"" andalan Prabowo Gibran mampukah terealisasi ?? https://t.co/SyZjTriMz2""",Bams_4GP,"The Free Milk Program ""Prabowo Gibran Mampuah Mampuah is realized ?? https://t.co/syzjtrimz2"""
Sat Feb 24 12:50:51 +0000 2024,"@H4T14K4LN4L42 @AnisBaswedan @cakimiNOW @prabowo @jokowi @gibran_tweet @ganjarpranowo @mohmahfudmd Itu kan menurut anda, menurut lembaga resmi anda itu kalah,..terimah sj atuh,..",ParapatAri76905,@H4t14k4ln4l42 @anisbaswedan @cakiminow @prabowo @jokowi
Sat Feb 24 12:50:03 +0000 2024,"TAHU DIRI  LAH ,MUNGKIN PEMILU  AKAN TENANG  KALAU  GIBRAN TIDAK  IKUT NYALON .JOKOPKIâš’ï¸_x008f_ PAKAI  MAU  JEBAK PRABOWO  LAGI. JAHATðŸ‘ˆðŸ_x008f_¼ðŸ‘‰ðŸ_x008f_½LU JOKOðŸ‘‰ðŸ_x008f_½SUDAH DUA KALI  PRABOWO  LU  KERJA IN ! KOK SEKARANG KAU  BERAKIN LAGI ?ðŸ¥º ! Lihat video ðŸ_x008f_¹Panah_Asmara! #TikTok https://t.co/kQYLUtgr5V",fransis74201222,"You know yourself, maybe the election will be calm if Gibran does not join the nyalon. Jokopkiâš’¸¸ use Prabowo again. Evilð‘‘ˆð ¼ð ‘‰ ‰ ½Lu Jokoð‘ ‰ ‰ ½ is twice prabowo you work in! How come you're faster now? Ð ¥ º! See video ð ¹panah_asmara! #Tiktok https://t.co/kqylutgr5v"
Sat Feb 24 12:48:47 +0000 2024,"Selamat, anda Presiden Indonesia selanjutnya"" - Wakil PM sekaligus Menteri Pertahanan Australia Richard Marles MP menemui Prabowo Subianto di Jakarta.  #prabowogibran #indonesiamaju #menangsatuputaran #wakilpm #australia  #rkb #rumahkeluargabersama https://t.co/rCHBA6L92T""",rkbfor08,"Congratulations, you are the next Indonesian President "" - Australian Deputy PM and Defense Minister Richard Marles MP met Prabowo Subianto in Jakarta."
Sat Feb 24 12:46:53 +0000 2024,"@Dennysiregar7 Jogetin aja... pengajuan hak angket DPR, hanyalah bentuk ketidakpuasan dengan kekalahan telak di pemilu. Begitulah kalau kalau tidak punya jiwa kesatria. Intinya, Prabowo-Gibran yang pilih rakyat langsung, 100x pun di ulang pemilu tetap Pra",SINARSIH17,"@Dennysiregar7 just dance ... Submission of DPR questionnaire rights, is only a form of dissatisfaction with a landslide defeat in the election. That is if you don't have a knight soul. In essence, Prabowo-Gibran who chose the people directly, 100x in the election remained pre-pre-election"
Sat Feb 24 12:46:14 +0000 2024,AHY ajak warga Semarang menangkan Prabowo-Gibran agar Indonesia semakin maju. `_u  PDemokrat AgusYudhoyono Demokrat Peduli https://t.co/rau9c0opfH,alvin1495424,AHY invites Semarang residents to win Prabowo-Gibran so that Indonesia is more advanced. `_U PDEMOKRAT AGUSYUDHOYONO DEMOKRAT Cares https://t.co/rau9c0opfh
Sat Feb 24 12:44:58 +0000 2024,@a_arsa @H4T14K4LN4L42 @AnisBaswedan @cakimiNOW @prabowo @jokowi @gibran_tweet @ganjarpranowo @mohmahfudmd Lah menang kalah itu biasa. Siapa yg menang siapa yg kalah? Belum apa2 ko sudah pede sekali ðŸ˜_x0081_ Bila kecurangan di depan mata dianggap wajar sebena,LingkaranHidup,"@a_arsa @h4t14k4ln4l42 @anisbaswedan @cakiminow @prabowo @jokowi @gibran_tweet @ganjarpranowo @mohmahfudmd Losing is normal. Who wins who loses? Not yet, how come it's already very confident ð If cheating in front of the eye is considered reasonable"
Sat Feb 24 12:44:58 +0000 2024,@HeryIdris5 @TeddGus @ganjarpranowo Kamu yakin gak kalau Pak Fadli Zon bakal jadi Menteri jika Prabowo Gibran dilantik?,Jarwo99661180,@Heryidris5 @teddgus @Ganjarpranowo Are you sure if Mr. Fadli Zon will be a minister if Prabowo Gibran is appointed?
Sat Feb 24 12:44:45 +0000 2024,"Slogannya TUANKU YA RAKYAT Tapi pas 59% rakyat pilih Prabowo Gibran Eh,, Tidak Terima.   Ente kadang-kadang. https://t.co/lHHJEGJG6f",Dulure_Gibran,"The slogan is my lord, yes, the people, but when 59% of the people choose Prabowo Gibran eh ,, don't accept it. You sometimes. https://t.co/lhhjegjg6f"
Sat Feb 24 12:44:37 +0000 2024,SBY dan AHY kompak ajak masyarakat Banyuwangi pilih Prabowo-Gibran. apu  AgusYudhoyono PDemokrat Demokrat Peduli https://t.co/xbGvhq7AJC,alvin1495424,SBY and AHY are compact inviting the Banyuwangi community to choose Prabowo-Gibran. APU AGUSYUDHOYONO PDEMOKRAT DEMOKRAT CARE HTTSS://T.co/XBGVHQ7AJC
Sat Feb 24 12:44:25 +0000 2024,"@jek___ Kasih tau bang kalo 2019 yg menang pilpres jokowi, prabowo jd menhan trus 2024 nyalon sama gibran. Orang 2019 pasti kaget",inidina28,"@jek___ tell me if 2019 won the Jokowi presidential election, Prabowo so the Minister of Defense then 2024 nyalon with Gibran. 2019 people must be shocked"
Sat Feb 24 12:44:02 +0000 2024,"Terlihat dengan setia pak SBY, presiden ke 6 Indonesia di atas panggung bersama dengan mas AHY juga mendukung Prabowo Gibran.. gph  PDemokrat AgusYudhoyono Demokrat Peduli https://t.co/79DrS7qxUb",alvin1495424,"Seen faithfully Pak SBY, the 6th Indonesian president on stage together with Mas AHY also supports Prabowo Gibran .. GPH PDEMOKRAT AGUSYUDHOYONO DEMOKRAT CARE HTTSS://T.co/79DRS7QXUB"
Sat Feb 24 12:43:58 +0000 2024,Bapak SBY dan Mas AHY pun duduk diatas panggung ikut serta mendukung Prabowo Gibran. ojt  AgusYudhoyono PDemokrat Demokrat Peduli https://t.co/CHSWShmJvP,alvin1495424,Mr. SBY and Mas AHY sat on the stage participating in supporting Prabowo Gibran. Ojt Agusyudhoyono PDEMOKRAT DEMOKRAT CARE HTTSS://t.co/CHSWSHMJVP
Sat Feb 24 12:43:53 +0000 2024,"Menutup masa kampanye, @PDemokrat hadir all out di GBK untuk merapatkan barisan menangkan Prabowo-Gibran.. ezf  AgusYudhoyono PDemokrat Demokrat Peduli https://t.co/WVISxXuiDL",alvin1495424,"Closing the campaign period, @pdemokrat is present all out at GBK to close the line of winning Prabowo-gibran .. Ezf Agusyudhoyono PDEMOKRAT DEMOKRAT CARE HTPSS://t.co/wvisxxuidl"
Sat Feb 24 12:43:44 +0000 2024,"Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono (AHY) menilai tidak ada urgensi anggota DPR menggunakan hak angket untuk menyelidiki kecurangan pemilu.  Menurut AHY, ada margin yang cukup jauh antara perolehan suara paslon nomor urut 2 Prabowo-Gibran dengan paslon yangâ€¦ https://t.co/mGKYIHRISZ",kompascom,"Democratic Party Chairperson Agus Harimurti Yudhoyono (AHY) assessed that there was no urgency of DPR members using the right of questionnaire to investigate election fraud. According to AHY, there is a margin that is quite far between the vote of candidate pair number 2 Prabowo-gibran with the candidate pair, https://t.co/mgkyihrisz"
Sat Feb 24 12:43:08 +0000 2024,Prabowo-Gibran Unggul di 5 TPS Jakut yang Gelar Pencoblosan Lanjutan https://t.co/FYnWHH7HCP,abumansyur379,Prabowo-gibran excels at 5 North Jakarta polling stations that hold further voting https://t.co/fynwhhhhhhhhhcp
Sat Feb 24 12:42:53 +0000 2024,"Data C1 KawalPemilu 2024 Lebih Banyak dari KPU, di DKI Jakarta AMIN Ungguli Prabowo-Gibran https://t.co/neyrXFYxaF via @suaraislamID_",suaraislamID_,"Data C1 Kawalpemilu 2024 is more than the KPU, in DKI Jakarta Amin excels Prabowo-gibran https://t.co/neyrxfyxaf via @suaraislamid_"
Sat Feb 24 12:41:00 +0000 2024,Sederet Pemimpin Negerasa yang mulai mengucapkan selamat kepada pasangan Prabowo-Gibran serta lancarnya pemilu di Tahun 2024 ini  Gibran Berani Beijing Maryam Guangzhou ChatGPT https://t.co/roqBlMeccV,megan_sar,A series of state leaders who began congratulating the pair Prabowo-gibran and the smooth elections in 2024 Gibran Brave Beijing Maryam Guangzhou chatgpt https://t.co/roqblmeccv
Sat Feb 24 12:40:20 +0000 2024,@rabudi2000 @H4T14K4LN4L42 @AnisBaswedan @cakimiNOW @prabowo @jokowi @gibran_tweet @ganjarpranowo @mohmahfudmd seluruh tps di tempatq 02 yang menang,yustisuryaning1,@rabudi2000 @h4t14k4ln4l42 @anisbaswedan @cakiminow @prabowo @jokowi @gibran_tweet @ganjarpranowo @mohmahfudmd All TPS in Aq 02 Winning
Sat Feb 24 12:39:15 +0000 2024,@TegoTagor @H4T14K4LN4L42 @AnisBaswedan @cakimiNOW @prabowo @jokowi @gibran_tweet @ganjarpranowo @mohmahfudmd sama aja bang disini kunu anis juga bagi bagi fulus tp sayang seluruh tps dimenangkan 02,yustisuryaning1,@Tegotagor @h4t14k4ln4l
Sat Feb 24 12:38:38 +0000 2024,"@timpenguinnas Niii pan, dia relawan rela mati buat prabowo gibran @slytherwine",mpepbrow,"@timpenguinnas niii pan, he volunteers willing to die for Prabowo gibran @slytherwine"
Sat Feb 24 12:38:07 +0000 2024,"@ferrykoto Ane pendukung 02 malah setuju kalau ada hak angket dan kita semua jadi nyoblos ulang. Mana tau bisa merubah kemenangan PDIP menjadi dibawah 10%, dan prabowo - gibran naik jafi 70%, syukur2 klo psi jadi 4,0001%ðŸ˜_x0081_, pekaes jd partai nol koma ðŸ˜",dimasip,"@ferrykoto I supported 02 even agreed that there was a questionnaire right and we all turned back. How can you change the PDIP victory to below 10%, and Prabowo - Gibran rose Jafi 70%, thankfully if PSI to 4,0001%ð, Pekaes JD Zero Coma Party ð"
Sat Feb 24 12:37:20 +0000 2024,Perhitungan suara KPU Masi blm final.koq beraninya Prabowo Gibran dan Insinyur Jokowidodo berijazah  Palsu menyusun Kabinet.Oh sontoloyo.,MocangTian,Calculation of the KPU vote is still not final. Koq dares Prabowo Gibran and Jokowidodo engineer with fake diploma compiling a cabinet.Oh Sontoloyo.
Sat Feb 24 12:36:32 +0000 2024,@PatubMbel @gibran_tweet pantes prabowo menang oke gas pret,grmpyme,@Patubmbel @gibran_tweet Pantes Prabowo Wins Okay Gas Pret
Sat Feb 24 12:36:19 +0000 2024,@H4T14K4LN4L42 @AnisBaswedan @cakimiNOW @prabowo @jokowi @gibran_tweet @ganjarpranowo @mohmahfudmd diiyain aja biar senengðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,dodiarisby,@H4t14k4ln4l42 @anisbaswedan @cakiminow @prabowo @jokowi
Sat Feb 24 12:35:58 +0000 2024,@H4T14K4LN4L42 @jokowi @psi_id @prabowo @gibran_tweet Jangan bawa bawa nama rakyat bisa ga si..,deetravolta,@H4t14k4ln4l42 @jokowi @psi_id @prabowo @gibran_tweet don't bring the name of the people can not ...
Sat Feb 24 12:34:10 +0000 2024,@cakimiNOW Tanya Cak! Jadi makzulkan @jokowi pakai angket apa tidak? Tolong juga agar @prabowo @gibran_tweet didiskualifikasi sekalian! Agar pemenang 2 bisa naik menggantikan pemenang 1.  Sekali mendayung 2 pulau terlampaui!,gusmus_md,@cakiminow ask cak! So Makzrakan @jokowi using a questionnaire or not? Please also so that @prabowo @gibran_tweet is disqualified as well! So that the winner 2 can go up to replace the winner 1. Once rowing 2 islands exceeded!
Sat Feb 24 12:32:44 +0000 2024,"@H4T14K4LN4L42 @AnisBaswedan @cakimiNOW @prabowo @jokowi @gibran_tweet @ganjarpranowo @mohmahfudmd koen gateli , suarae ganjar jd 11%",RIRsyada,@H4t14k4ln4l42 @anisbaswedan @cakiminow @prabowo @jokowi
Sat Feb 24 12:32:37 +0000 2024,"Laila dan Pasha, Dua Makhluk Saksi Pembicaraan Prabowo dan Gibran https://t.co/Ji2enPG5RK",tvOneNews,"Laila and Pasha, two witnesses of witness to Prabowo and Gibran https://t.co/ji2enpg5rk"
Sat Feb 24 12:32:23 +0000 2024,"Prof @JimlyAs ngetwit isinya memperingatkan @jokowi spy tidak ikut campur pembentukan Kabinet Prabowo-Gibran.  Sdh mulai jd algojo utk membunuh"" monster lain? Meski monster yg memenangkan Pemilu utk monsternya sendiri?  Ya namanya jg monster.""",juliusibrani,"Prof. @jimlyas ngetwit the contents warned @jokowi spy not to interfere in the formation of the Prabowo-Gibran cabinet. SDH starts to be the executioner to kill ""other monsters? Even though the monsters who won the election for their own monsters? Yes, the name is also a monster."""
Sat Feb 24 12:32:19 +0000 2024,"Dampingi Gibran bertemu SBY, AHY: Demokrat all-out menangkan Prabowo Gibran. gws  AgusYudhoyono PDemokrat Demokrat Peduli https://t.co/aApttXBX3I",give_gifari,"Accompany Gibran Meet SBY, AHY: Democrats All-out Wins Prabowo Gibran. GWS Agusyudhoyono PDEMOKRAT DEMOKRAT Cares https://t.co/aapttxbx3i"
Sat Feb 24 12:32:06 +0000 2024,"BP.KETUA KPU PUSAT YTH,SAYA RUSNI BR. MANURUNG SUDAH JELAS ATAS NAMA UANG,IDR.  PRABOWO,GIBRAN ATAS NAMA APA? KENAPA ORANG INI NGOTOT MAU JADI PRESIDEN,SEHARUSNYA,ORANG INI,BERFIKIR DULU,MASALAHNYA,PRESIDEN SUHARTO,MEGAWATI,SBY,JOKOWI,DI BAWAH KETIAK,JAMES RIADI,PEMIMPIN OLIGARKI",ManurungRusni,"Bp. Early KPU Central Dear, I am Rusni Br. Manurung is clear in the name of money, IDR. Prabowo, Gibran on what name is? Why is this person insisting to be president, should, this person, think first, the problem, President Suharto, Megawati, SBY, Jokowi, under the armpits, James Riadi, Oligarchy Leader"
Sat Feb 24 12:32:02 +0000 2024,gaysss..  Yang lagi  viral nii.... ada yang tumbang tapi bukan pohon....... ðŸŒ_x0090_ https://t.co/ilLzfg09oO ðŸŒ_x0090_ https://t.co/Axm2j8GfIp #Pemilucurang #Prabowogibran #politikagama  #aniskalah #Bantengtumbang #Katakata #dewatogeltv  #rtpslotdewatogel #Videoviral #Videobola #Drakor https://t.co/lPr34WGsL5,nabila81059,gaysss .. the more viral nii .... there is a fallen but not a tree ... #PoLitikAgama #aniskalah #bantengtumbang #katakata #dewatogeltv #rttpslotdewatogel #videoviral #videobola #drakor https://t.co/lpr34wgsl5
Sat Feb 24 12:31:27 +0000 2024,AHY sebut hilirisasi warisan SBY Prabowo-Gibran diminta perkuat lagi agromaritim.. wgv  AgusYudhoyono PDemokrat Demokrat Peduli https://t.co/dnYKEqWdR1,give_gifari,AHY calls the downstreaming of SBY Prabowo-Gibran's inheritance to strengthen Agromaritim again .. WGV Agusyudhoyono PDEMOKRAT DEMOKRAT CARE HTTSS://t.co/dnykeqwdr1
Sat Feb 24 12:31:04 +0000 2024,Siapa bilang Prabowo Gibran Presiden 2024?   Sirekap masih bermasalah besar. Dunia juga tahu itu..,hamas191,Who says Prabowo Gibran President 2024? Sirekap is still a big problem. The world also knows that ..
Sat Feb 24 12:30:54 +0000 2024,"kalau beras mahal jangan pusing, saatnya makan singkong hasil food estate #PrabowoGibran #jokowi #jakarta #anis #ganjar",negeribumi,"If the rice is expensive, don't be dizzy, it's time to eat cassava as a result of food estate #prabowogibran #jokowi #jakarta #anis #Ganjar"
Sat Feb 24 12:30:47 +0000 2024,@mohmahfudmd Tawon = Antek asing yg coba mengacaukan Pemilu. Lebah = Rakyat Indonesia dibawah pimpinan Pak Prabowo-Gibran,IlhamKusno2,@mohmahfudmd Tawon = Foreign Minister who tries to disrupt the election. Bees = Indonesian people under the leadership of Pak Prabowo-Gibran
Sat Feb 24 12:30:38 +0000 2024,PRABOWO-GIBRAN UNGGUL DI 5 TPS JAKARTA UTARA YANG GELAR PENCOBLOSAN LANJUTAN KARENA PADA HARI YANG DITENTUKAN TEMPAT TERSEBUT DILANDA BANJIR   Salam Dua Jari  #PrabowoGibran   Berikut daftar lengkap perolehan suara di 5 TPS yang menggelar pencoblosan lanjutan di Jakarta Utaraâ€¦ https://t.co/oZVM8NzWc7,Alie_Fahnoor,Prabowo-Gibran excels in 5 North Jakarta TPS which has a follow-up voting title because on the specified day the place was hit by a flood of two fingers #prabowogibran following a complete list of votes in 5 polling stations that held further voting in North Jakartaâ € ¦ https: // t. CO/OZVM8NZWC7
Sat Feb 24 12:30:35 +0000 2024,"Terbukti menangkan pilpres 2 kali, pengamat nilai peran Demokrat menangkan Prabowo-Gibran sangat vital.. elg  PDemokrat AgusYudhoyono Demokrat Peduli https://t.co/SpTBvkkOep",give_gifari,"Proven to win the presidential election twice, observer the value of the Democrat's role in winning Prabowo-gibran is very vital."
Sat Feb 24 12:30:29 +0000 2024,"All out menangkan Prabowoâ€“Gibran, AHY: Kita wujudkan kesejahteraan rakyat.. olv  PDemokrat AgusYudhoyono Demokrat Peduli https://t.co/7NYjZvFtOl",give_gifari,"All Out Wins Prabowoâ € ""Gibran, AHY: We realize the welfare of the people ... OLV PDEMOKRAT AGUSYUDHOYONO DEMOKRAT CARE HTTSS://t.co/7nyjzvftol"
Sat Feb 24 12:30:07 +0000 2024,MALAYSIA HERAN SENTIMEN AGAMA TAK LAKU DI INDONESIA PRABOWO GIBRAN MENAN... https://t.co/f07afN4LYa via @YouTube,LeontoniP,Malaysia is surprised that unlikely religious sentiment in Indonesia Prabowo Gibran planting ... https://t.co/f07afn4lya via @youtube
